"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77067,67.9,percent,65.0,70.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77067,68.0,percent,64.2,71.8,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,87.8,percent,84.4,91.2,6894,,6421,7367,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,86.9,percent,83.0,90.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,87.1,percent,83.2,91.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,85.9,percent,81.8,90.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,85.1,percent,80.7,89.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,86.1,percent,81.6,90.6,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,82.9,percent,79.1,86.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,87.1,percent,82.4,91.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77068,87.3,percent,82.2,92.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,94.9,percent,92.6,97.2,12984,,12156,13812,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,97.1,percent,95.7,98.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,97.3,percent,96.0,98.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,97.2,percent,96.0,98.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,96.3,percent,94.5,98.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,96.0,percent,94.2,97.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,95.8,percent,94.3,97.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,96.0,percent,94.4,97.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77069,96.8,percent,95.6,98.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,92.9,percent,91.0,94.8,32469,,31240,33698,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,93.5,percent,92.0,95.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,93.1,percent,91.8,94.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,92.8,percent,91.1,94.5,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,93.3,percent,91.5,95.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,93.2,percent,91.6,94.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,91.3,percent,89.5,93.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,91.0,percent,89.3,92.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77070,90.7,percent,88.8,92.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,83.9,percent,81.3,86.5,15610,,14875,16345,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,84.7,percent,81.9,87.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,84.8,percent,82.3,87.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,85.2,percent,82.5,87.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,83.6,percent,80.3,86.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,81.9,percent,78.8,85.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,80.5,percent,77.1,83.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,81.6,percent,79.0,84.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77071,81.0,percent,78.0,84.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,65.7,percent,63.0,68.4,24805,,23358,26252,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,64.6,percent,61.7,67.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,63.9,percent,61.0,66.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,61.9,percent,59.3,64.5,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,60.9,percent,58.6,63.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,60.9,percent,58.3,63.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,64.3,percent,61.7,66.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,67.5,percent,64.8,70.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77072,67.3,percent,64.8,69.8,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,82.3,percent,79.4,85.2,19725,,18719,20731,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,81.9,percent,79.4,84.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,82.7,percent,80.5,84.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,81.6,percent,79.3,83.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,79.7,percent,76.2,83.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,79.9,percent,76.8,83.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,78.8,percent,75.4,82.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,78.8,percent,75.7,81.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77073,78.3,percent,74.6,82.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,68.2,percent,65.4,71.0,16795,,15811,17779,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,68.5,percent,65.6,71.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,69.8,percent,67.1,72.5,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,70.1,percent,67.5,72.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,69.8,percent,66.8,72.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,67.6,percent,64.8,70.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,66.7,percent,64.0,69.4,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,65.1,percent,61.8,68.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77074,63.6,percent,61.0,66.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,71.7,percent,68.7,74.7,18742,,17725,19759,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,71.1,percent,68.2,74.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,69.3,percent,65.8,72.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,70.1,percent,67.1,73.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,69.3,percent,66.0,72.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,67.1,percent,63.3,70.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,68.5,percent,65.4,71.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,70.7,percent,67.3,74.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77075,70.7,percent,66.9,74.5,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,51.6,percent,48.3,54.9,10514,,9800,11228,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,50.7,percent,47.2,54.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,52.1,percent,49.3,54.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,52.0,percent,48.9,55.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,51.5,percent,47.8,55.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,48.9,percent,45.1,52.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,49.8,percent,45.8,53.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,47.7,percent,44.3,51.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77076,46.8,percent,42.8,50.8,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.5,percent,94.4,96.6,40095,,38756,41434,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.6,percent,94.7,96.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.6,percent,94.7,96.5,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.4,percent,94.5,96.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.4,percent,94.5,96.3,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,95.4,percent,94.4,96.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,94.7,percent,93.5,95.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,94.8,percent,93.4,96.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77077,93.9,percent,92.5,95.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,70.6,percent,66.3,74.9,6730,,6027,7433,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,72.8,percent,68.7,76.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,69.6,percent,64.5,74.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,71.0,percent,67.0,75.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,70.2,percent,65.5,74.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,69.3,percent,64.6,74.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,65.8,percent,61.3,70.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,64.6,percent,59.5,69.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77078,60.1,percent,55.1,65.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,92.5,percent,90.2,94.8,20063,,19256,20870,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,93.2,percent,91.2,95.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,93.4,percent,91.5,95.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,93.8,percent,92.2,95.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,94.4,percent,93.0,95.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,95.2,percent,93.7,96.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,95.4,percent,94.1,96.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,96.2,percent,95.0,97.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77079,97.1,percent,96.1,98.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,68.4,percent,65.6,71.2,19678,,18912,20444,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,67.9,percent,64.8,71.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,67.6,percent,65.1,70.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,67.2,percent,64.6,69.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,65.8,percent,63.1,68.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,64.6,percent,62.2,67.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,62.2,percent,59.9,64.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,59.9,percent,57.4,62.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
