"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77068,35.0,percent,30.1,39.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77068,41.5,percent,36.0,47.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77068,40.8,percent,33.6,48.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,45.0,percent,39.7,50.3,6157,,5477,6837,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,49.9,percent,44.9,54.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,47.8,percent,43.4,52.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,48.0,percent,43.6,52.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,46.7,percent,42.3,51.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,49.0,percent,45.2,52.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,48.6,percent,44.9,52.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,51.7,percent,48.1,55.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77069,52.6,percent,49.0,56.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,39.4,percent,36.8,42.0,13765,,12740,14790,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,37.5,percent,35.0,40.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,38.4,percent,35.7,41.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,38.1,percent,35.6,40.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,37.7,percent,34.6,40.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,36.5,percent,33.6,39.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,36.9,percent,34.2,39.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,35.9,percent,32.8,39.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77070,37.2,percent,34.1,40.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,32.2,percent,29.4,35.0,5986,,5441,6531,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,31.8,percent,28.6,35.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,35.4,percent,32.3,38.5,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,35.2,percent,32.6,37.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,34.9,percent,32.1,37.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,31.7,percent,28.8,34.6,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,30.9,percent,27.8,34.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,28.4,percent,25.0,31.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77071,27.6,percent,24.3,30.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,14.0,percent,12.1,15.9,5295,,4584,6006,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,13.8,percent,12.4,15.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,13.3,percent,11.7,14.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,13.5,percent,11.7,15.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,13.9,percent,12.1,15.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,12.8,percent,11.4,14.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,14.2,percent,12.5,15.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,14.7,percent,13.1,16.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77072,14.3,percent,12.6,16.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,15.9,percent,13.7,18.1,3806,,3270,4342,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,16.0,percent,13.7,18.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,16.4,percent,14.1,18.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,16.1,percent,13.9,18.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,15.6,percent,13.3,17.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,15.5,percent,12.9,18.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,14.8,percent,12.2,17.4,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,15.7,percent,13.1,18.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77073,17.9,percent,15.3,20.5,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,20.5,percent,18.5,22.5,5038,,4537,5539,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,19.6,percent,17.7,21.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,19.2,percent,17.2,21.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,19.8,percent,17.8,21.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,18.7,percent,16.8,20.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,18.8,percent,16.7,20.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,19.6,percent,17.2,22.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,19.6,percent,17.5,21.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77074,17.0,percent,14.6,19.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.3,percent,9.8,14.8,3210,,2557,3863,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.7,percent,10.7,14.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.5,percent,10.6,14.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.5,percent,10.6,14.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,14.7,percent,12.2,17.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,13.4,percent,10.9,15.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,13.2,percent,11.1,15.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.9,percent,10.9,14.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77075,12.4,percent,10.1,14.7,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,5.0,percent,3.6,6.4,1009,,736,1282,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,4.4,percent,3.1,5.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,3.9,percent,2.7,5.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,3.8,percent,2.4,5.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,3.9,percent,2.7,5.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,2.6,percent,1.6,3.6,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,3.3,percent,2.1,4.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,3.3,percent,2.1,4.5,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77076,2.6,percent,1.7,3.5,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,55.2,percent,53.1,57.3,23180,,21966,24394,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,55.8,percent,53.5,58.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,54.6,percent,52.4,56.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,54.2,percent,52.0,56.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,53.0,percent,50.4,55.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,52.5,percent,49.9,55.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,51.5,percent,48.7,54.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,51.5,percent,49.1,53.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77077,51.7,percent,49.5,53.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,10.2,percent,6.8,13.6,976,,666,1286,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,9.7,percent,6.0,13.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,9.7,percent,6.4,13.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,8.8,percent,6.0,11.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,7.4,percent,5.2,9.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,6.5,percent,4.5,8.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,6.3,percent,4.3,8.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,5.9,percent,4.2,7.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77078,6.4,percent,4.4,8.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,62.8,percent,59.2,66.4,13632,,12798,14466,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,63.5,percent,61.1,65.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,64.3,percent,61.6,67.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,65.1,percent,61.9,68.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,64.7,percent,62.4,67.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,65.4,percent,62.9,67.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,60.6,percent,57.3,63.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,61.9,percent,59.2,64.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77079,63.5,percent,60.9,66.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,22.7,percent,20.6,24.8,6522,,5984,7060,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,19.7,percent,18.1,21.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,17.3,percent,15.5,19.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,15.9,percent,14.7,17.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,14.8,percent,13.2,16.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,14.7,percent,13.2,16.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,14.6,percent,12.8,16.4,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,14.4,percent,12.8,16.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77080,17.1,percent,15.2,19.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77081,21.3,percent,19.3,23.3,6707,,6040,7374,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77081,19.8,percent,17.8,21.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77081,20.1,percent,18.3,21.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77081,18.9,percent,17.2,20.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77081,18.7,percent,17.0,20.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
